timestamp,hash-rate,difficulty
2021-10-10,157233292.66592607,19893045048575.0
2021-10-11,144377740.43537864,19893045048575.0
2021-10-12,132511076.83795026,19893045048575.0
2021-10-13,167122178.99711636,19893045048575.0
2021-10-14,135477742.7373074,19893045048575.0
2021-10-15,139433297.2697835,19893045048575.0
2021-10-16,131522188.20483124,19893045048575.0
2021-10-17,158222181.29904512,19893045048575.0
2021-10-18,146534419.32302314,19917361849675.434
2021-10-19,154737198.72913387,20082460130831.0
2021-10-20,148747371.68155453,20082460130831.0
2021-10-21,147749067.17362463,20082460130831.0
2021-10-22,157732112.25292358,20082460130831.0
2021-10-23,144754153.64983496,20082460130831.0
2021-10-24,152740589.71327412,20082460130831.0
2021-10-25,181691420.4432411,20082460130831.0
2021-10-26,149745676.18948442,20082460130831.0
2021-10-27,156733807.7449937,20082460130831.0
2021-10-28,152740589.71327412,20082460130831.0
2021-10-29,170710070.85601225,20082460130831.0
2021-10-30,154737198.72913387,20082460130831.0
2021-10-31,140175299.14944655,20286661027549.07
2021-11-01,159350397.00608382,21659344833265.0
2021-11-02,170117315.72271112,21659344833265.0
2021-11-03,173347391.33769932,21659344833265.0
2021-11-04,153966937.6477702,21659344833265.0
2021-11-05,166887240.1077229,21659344833265.0
2021-11-06,165810548.2360602,21659344833265.0
2021-11-07,164733856.36439747,21659344833265.0
2021-11-08,145353402.67446837,21659344833265.0
2021-11-09,163657164.49273473,21659344833265.0
2021-11-10,160427088.87774655,21659344833265.0
2021-11-11,170117315.72271112,21659344833265.0
2021-11-12,152890245.77610743,21659344833265.0
2021-11-13,164733856.36439747,21659344833265.0
2021-11-14,175094161.92837763,22434990744236.72
2021-11-15,170197841.36837798,22674148233453.0
2021-11-16,169070703.34607086,22674148233453.0
2021-11-17,167943565.3237637,22674148233453.0
2021-11-18,162307875.21222803,22674148233453.0
2021-11-19,154417909.05607805,22674148233453.0
2021-11-20,163435013.23453516,22674148233453.0
2021-11-21,148782218.94454235,22674148233453.0
2021-11-22,158926461.1453066,22674148233453.0
2021-11-23,148782218.94454235,22674148233453.0
2021-11-24,176960669.50222084,22674148233453.0
2021-11-25,146527942.89992806,22674148233453.0
2021-11-26,148782218.94454235,22674148233453.0
2021-11-27,161180737.1899209,22674148233453.0
2021-11-28,155225116.619112,22464723406485.65
