date,Whale Ratio
2023-10-10,0.9849362860901382
2023-10-17,0.9999999334410697
2023-10-24,0.9995816814653298
2023-10-25,0.9864497768409481
2023-10-27,0.8536578368443549
2023-10-28,0.8229058051756275
2023-11-06,0.9928336882675303
2023-11-07,0.981977898228222
2023-11-08,0.9930935148131546
2023-11-09,0.9999151944812141
2023-11-10,0.7371506725635831
2023-11-11,0.9941870002880604
2023-11-13,0.9911494610409199
2023-11-14,0.9762230718852623
2023-11-15,0.8293949342421382
2023-11-17,0.8545108902313058
2023-11-20,0.6760501851916049
2023-11-21,0.999363241045642
2023-11-22,0.9815186480891879
2023-11-23,0.8519819424811272
2023-11-24,0.9864436975550136
2023-11-25,0.9169760543838085
2023-11-26,0.9011304773676605
2023-11-27,0.8354288502587099
2023-11-28,0.8234637823808654
2023-11-29,0.940671029252525
2023-11-30,0.73636815293378
2023-12-01,0.9591201202470325
2023-12-02,0.9147876923487804
2023-12-03,0.9040889139138697
2023-12-04,0.9496872291899809
2023-12-05,0.9894104465575342
2023-12-06,0.7989249693502846
2023-12-07,0.6278469640639721
2023-12-08,0.9565803588332165
2023-12-09,0.9008505003202504
2023-12-11,0.9912850902229077
2023-12-12,0.9525230835371377
2023-12-13,0.9668029002940899
2023-12-14,0.9999989633594029
2023-12-23,0.962252850825659
2023-12-28,0.9775759617850669
2023-12-29,0.9865199765209346
2023-12-30,0.9686312033027501
2024-01-01,0.9997546404846664
2024-01-04,0.9979668907612754
2024-01-05,0.956184501257966
2024-01-09,0.9734540729652662
2024-01-10,0.9369393750263918
2024-01-11,0.8765895934083167
2024-01-12,0.8886884091650511
2024-01-13,0.8903319367391376
2024-01-14,0.9999999960499388
2024-01-16,0.9999999914697775
2024-01-17,0.9996413638176438
2024-01-18,0.722644361209382
2024-01-19,0.8796583798551121
2024-01-20,0.7547273447557886
2024-01-22,0.999999916415709
2024-01-23,0.8141150728054376
2024-01-24,0.8855240159053571
2024-01-25,0.9999999447444449
2024-01-26,0.9386422256570636
2024-01-30,0.7824271299323194
2024-01-31,0.9997221123812208
2024-02-01,0.992370496392685
2024-02-03,0.9964038741529795
2024-02-06,0.695690940437547
2024-02-07,0.9599936785860306
2024-02-08,0.9999949036667276
2024-02-09,0.9996988860914093
2024-02-10,0.9849602768593579
2024-02-13,0.9806627574203719
2024-02-14,0.9775847811659063
2024-02-15,0.9999858760743252
2024-02-19,0.9999999791318158
2024-02-20,0.9999997940407622
2024-02-21,0.9867439280952022
2024-02-22,0.9986837080093836
2024-02-23,0.9933782671313979
2024-02-27,0.9481480034013365
2024-02-28,0.9724593424933229
2024-02-29,0.8555219021633608
2024-03-01,0.9819787299605217
2024-03-02,0.9960884302118604
2024-03-05,0.7936908508604293
2024-03-06,0.9802850982657295
2024-03-07,0.9735439312253252
2024-03-08,0.999062320417624
2024-03-09,0.9032818171988121
2024-03-11,0.9999999913456992
2024-03-12,0.9402077193517737
2024-03-13,0.9143218878008257
2024-03-14,0.9931942662997225
2024-03-15,0.9846850115967091
2024-03-16,0.99926312558881
2024-03-18,0.9998876963385014
2024-03-19,0.9524045510216936
2024-03-20,0.739628273507834
2024-03-21,0.8087129964602316
2024-03-22,0.9869706773242946
2024-03-23,0.9989925929761855
2024-03-25,0.7733543200054297
2024-03-26,0.9805912868890477
2024-03-27,0.9930194456986452
2024-03-28,0.999858633100499
2024-03-29,0.9784875793365909
2024-03-30,0.9999999747617869
2024-04-01,0.995534740504538
2024-04-02,0.9998466589157801
2024-04-03,0.9826969369796134
2024-04-04,0.9997216379363856
2024-04-05,0.9837033635277485
2024-04-09,0.9927228305978486
2024-04-12,0.9999160353612754
2024-04-14,0.9833650404545089
2024-04-15,0.9999999867036571
2024-04-16,0.7656923136971617
2024-04-17,0.9995338126563698
2024-04-18,0.9995671459744009
2024-04-19,0.9758001901496107
2024-04-21,0.9999964473588763
2024-04-23,0.9867842204743938
2024-04-24,0.9999998029980636
2024-04-26,0.9999995653523333
2024-04-27,0.999998708613377
2024-04-29,0.9999999530175062
2024-04-30,0.9282919293852807
2024-05-01,0.7990014451204855
2024-05-02,0.9521722212699614
2024-05-03,0.6142143805787292
2024-05-04,0.8795887628841946
2024-05-08,0.9999515616638069
2024-05-09,0.9984479240926482
2024-05-12,0.9999995645400468
2024-05-14,0.9999999811479783
2024-05-16,0.9986317708692768
2024-05-17,0.9999398753908911
2024-05-19,0.9999999906021122
2024-05-21,0.7872046691647044
2024-05-22,0.45962862539249166
2024-05-23,0.7056982696864387
2024-05-24,0.4934555656895371
2024-05-25,0.9064424555538219
2024-05-27,0.9320408051813781
2024-05-28,0.9999999791030495
2024-05-29,0.9305414758461873
2024-05-30,0.9048948687907487
2024-05-31,0.9972363473682492
2024-06-01,0.9957538366988056
2024-06-04,0.9944646348080863
2024-06-05,0.9505884315910168
2024-06-06,0.9956095325501086
2024-06-11,0.98661442897528
2024-06-12,0.9999999785822217
2024-06-13,0.9859772386979547
2024-06-14,0.9999998824809422
2024-06-15,0.9999995372850771
2024-06-17,0.9999999907195409
2024-06-18,0.9234741342648547
2024-06-19,0.9893000488141712
2024-06-20,0.9996471133432817
2024-06-21,0.9517498095709371
2024-06-24,0.9999313618280445
2024-06-25,0.905802965476739
2024-06-26,0.9788601238306869
2024-06-27,0.9959155685840837
2024-06-28,0.9285611982683505
2024-06-29,0.9177300017733414
2024-07-01,0.9941976443709916
2024-07-02,0.9869084786595812
2024-07-03,0.7329990548768054
2024-07-04,0.990328439086322
2024-07-05,0.9861793049884002
2024-07-06,0.9724168774761482
2024-07-07,0.9853527541690672
2024-07-08,0.9599598189559692
2024-07-09,0.8675127713676805
2024-07-10,0.8858361487987643
2024-07-11,0.9782735751701452
2024-07-12,0.9813765373200177
2024-07-14,0.9999998085230408
2024-07-15,0.998731955520506
2024-07-16,0.967436914538205
2024-07-17,0.9726645224826149
2024-07-18,0.9803061813115269
2024-07-19,0.9647195324218008
2024-07-20,0.999620246358915
2024-07-22,0.9982095282704161
2024-07-23,0.9169391107664242
2024-07-24,0.9853942710362108
2024-07-25,0.8719135459032195
2024-07-26,0.9986190349009223
2024-07-29,0.9999999099428726
2024-07-30,0.9755000682856539
2024-07-31,0.9330625658702567
2024-08-01,0.8583779880470125
2024-08-02,0.9853888679384968
2024-08-03,0.9958197253291955
2024-08-04,0.9999993333337958
2024-08-05,0.7202194054286437
2024-08-06,0.8607133009899669
2024-08-07,0.8629647009082313
2024-08-08,0.9952675769603091
2024-08-09,0.9765417893208622
2024-08-10,0.9978949230753421
2024-08-12,0.9999998897936413
2024-08-13,0.9516633857274889
2024-08-14,0.9982871687075165
2024-08-15,0.8085636769401718
2024-08-16,0.9953210199829898
2024-08-18,0.9999997100404588
2024-08-19,0.9999999744408805
2024-08-20,0.9756034997982451
2024-08-21,0.9906404641104718
2024-08-22,0.9449501826537595
2024-08-23,0.9258776046536144
2024-08-24,0.9976477452324143
2024-08-25,0.9999995209355418
2024-08-26,0.9999916668005789
2024-08-27,0.9892213525170617
2024-08-28,0.9348709042037937
2024-08-29,0.9846671949547952
2024-08-30,0.9867654352210998
2024-08-31,0.9999999266738951
2024-09-01,0.9999997654078179
2024-09-02,0.9482050456745467
2024-09-03,0.9405853564457726
2024-09-04,0.7663551296918307
2024-09-05,0.8763668524223874
2024-09-06,0.8759849970946512
2024-09-07,0.9411776891067245
2024-09-08,0.9977531737409595
2024-09-09,0.9702900613536717
2024-09-10,0.8396944136721394
2024-09-11,0.9460913246675398
2024-09-12,0.8980761510884041
2024-09-13,0.9870603512440194
2024-09-14,0.9673230040951656
2024-09-15,0.9999998799301009
2024-09-16,0.9849725659680383
2024-09-17,0.9751578051163267
2024-09-18,0.9616045528483389
2024-09-19,0.9815666725176426
2024-09-20,0.8688478940662614
2024-09-21,0.9983863632829438
2024-09-23,0.9811097470339641
2024-09-24,0.9751905158544645
2024-09-25,0.9859216585103303
2024-09-26,0.9844427367380976
2024-09-27,0.9662051296313398
2024-09-28,0.9946401795755493
2024-09-29,0.9999992373064888
2024-09-30,0.9690391485350743
2024-10-01,0.9449687928661502
2024-10-02,0.9362090192842752
2024-10-03,0.9446196731960763
2024-10-04,0.9757971494619204
2024-10-05,0.993719253865668
2024-10-07,0.9904877237293982
2024-10-08,0.9880501992515902
2024-10-09,0.9974093695186906
2024-10-10,0.9606352450094483
2024-10-11,0.8214988676453283
2024-10-12,0.9772387537966105
2024-10-13,0.9967251543951857
2024-10-14,0.9967451466702428
2024-10-15,0.9310108295927715
2024-10-16,0.9332167542835794
2024-10-17,0.9726844817851221
2024-10-18,0.9541574032471799
2024-10-19,0.9192450824384454
2024-10-20,0.9998777545207597
2024-10-21,0.9211004936760628
2024-10-22,0.9484879739434374
2024-10-23,0.98491834579831
2024-10-24,0.9044083739908637
2024-10-25,0.9893092289502533
2024-10-26,0.9796004788335049
2024-10-27,0.9999999892760795
2024-10-28,0.954478360808055
2024-10-29,0.8705554827543538
2024-10-30,0.8528006013817317
2024-10-31,0.8999773969665191
2024-11-01,0.8053896823023797
2024-11-02,0.9897614550332154
2024-11-03,0.9954334806150893
2024-11-04,0.7922053069592704
2024-11-05,0.9435006353048881
2024-11-06,0.9634679116551766
2024-11-07,0.8814428281389513
2024-11-08,0.9760826952158478
2024-11-09,0.9732579693744366
2024-11-10,0.9983470784132412
2024-11-11,0.9389160649410505
2024-11-12,0.9439605189423363
2024-11-13,0.9716212548093633
2024-11-14,0.7289761431483505
2024-11-15,0.9096490374895719
2024-11-16,0.985861477360185
2024-11-17,0.9990029875233959
2024-11-18,0.977608269542994
2024-11-19,0.8560112577704737
2024-11-20,0.994968341971821
2024-11-21,0.9555756934803132
2024-11-22,0.9805570069867116
2024-11-23,0.7952354625279202
2024-11-24,0.9952831492912739
2024-11-25,0.9280001702310207
2024-11-26,0.7153312863774102
2024-11-27,0.7007531325819912
2024-11-28,0.8664474194247761
2024-11-29,0.8659568160508703
2024-11-30,0.8747448304952954
2024-12-01,0.8620222158076994
2024-12-02,0.48228442426103457
2024-12-03,0.48350138749566746
2024-12-04,0.6983958953911282
2024-12-05,0.5436976851519991
2024-12-06,0.7820836465267377
2024-12-07,0.730046502768683
2024-12-08,0.7742781363486313
2024-12-09,0.9676564554176048
2024-12-10,0.8931707501126893
2024-12-11,0.9760184577457202
2024-12-12,0.9630018706903906
2024-12-13,0.9412944151658582
2024-12-14,0.9964268192940472
2024-12-15,0.9999998787540417
2024-12-16,0.9776092164789246
2024-12-17,0.9786612331487149
2024-12-18,0.9405532396163718
2024-12-19,0.9692612615690968
2024-12-20,0.7550556431917433
2024-12-21,0.7405479916787475
2024-12-22,0.9619476447307618
2024-12-23,0.9508995071185808
2024-12-24,0.7508499188637873
2024-12-25,0.9017820076819036
2024-12-26,0.9497503198910335
2024-12-27,0.9294116964347999
2024-12-28,0.9699658694767878
2024-12-29,0.9816695005392171
2024-12-30,0.9928945872634252
2024-12-31,0.8743243802632941
2025-01-01,0.882976150632085
2025-01-02,0.8545971062211374
2025-01-03,0.899074155521268
2025-01-04,0.8553406011273668
2025-01-05,0.9839625161959729
2025-01-06,0.8877923307449193
2025-01-07,0.8254311788811393
2025-01-08,0.868046944966741
2025-01-09,0.6936004646340247
2025-01-10,0.6037088567820039
2025-01-11,0.9650262041983577
2025-01-12,0.8481005833537351
2025-01-13,0.7588883884554558
2025-01-14,0.7865420127801324
2025-01-15,0.7959171644688012
2025-01-16,0.8771349168827596
2025-01-17,0.8282788927427671
2025-01-18,0.6749236815951567
2025-01-19,0.5671913390767972
2025-01-20,0.7888449927556692
2025-01-21,0.7417314236199175
2025-01-22,0.5995309326335317
2025-01-23,0.6997733602844249
2025-01-24,0.7114817731564865
2025-01-25,0.8739556950977018
2025-01-26,0.8502192808569685
2025-01-27,0.8149770945705636
2025-01-28,0.7720273364941819
2025-01-29,0.9229931811067734
2025-01-30,0.8041419365398103
2025-01-31,0.8232201561467505
2025-02-01,0.7193113228743274
2025-02-02,0.6542630292948064
2025-02-03,0.6020457618645181
2025-02-04,0.6323951542434486
2025-02-05,0.520604937444668
2025-02-06,0.8761816780788434
2025-02-07,0.5806703558331268
2025-02-08,0.8764125582957836
2025-02-09,0.7623479458295668
2025-02-10,0.3414193728529398
2025-02-11,0.39684479821106483
2025-02-12,0.2195980519879476
2025-02-13,0.18989246081395666
2025-02-14,0.4453315090084256
2025-02-15,0.15738816055751384
2025-02-16,0.1459317094410062
2025-02-17,0.15227142067774754
2025-02-18,0.683618531033402
2025-02-19,0.5831826441765041
2025-02-20,0.889161838875318
2025-02-21,0.6375510018374777
2025-02-22,0.5841063989854206
2025-02-23,0.9001152883147682
2025-02-24,0.859289415345401
2025-02-25,0.4239660637580137
2025-02-26,0.8234426306403785
2025-02-27,0.7486242857611323
2025-02-28,0.3881699592561699
2025-03-01,0.643307063481525
2025-03-02,0.782927061742416
2025-03-03,0.7807953937357777
2025-03-04,0.5397685050723002
2025-03-05,0.5083610168586785
2025-03-06,0.5972915822516829
2025-03-07,0.39497928547078914
2025-03-08,0.2260916201134801
2025-03-09,0.15512914102535835
2025-03-10,0.6979578447034301
2025-03-11,0.4971765754324397
2025-03-12,0.8115142482353433
2025-03-13,0.7665896121123756
2025-03-14,0.33140259946182704
2025-03-15,0.339712338360042
2025-03-16,0.26481491474850566
2025-03-17,0.4494437246859264
2025-03-18,0.1985789591131494
2025-03-19,0.23247387894606988
2025-03-20,0.23294721460630308
2025-03-21,0.2708989290056592
