,date,wallet_address,sent_amount_btc,received_amount_btc,net
5054,2021-12-24 07:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.3390928,-6.3390928
5053,2021-12-24 13:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.33009546,-6.33009546
5052,2021-12-24 14:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.32631004,-6.32631004
1980,2021-12-24 18:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,1707.0,-1707.0
1981,2021-12-24 18:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,299.0,-299.0
5051,2021-12-24 21:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.31882195,-6.31882195
5050,2021-12-25 06:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.31037421,-6.31037421
5049,2021-12-25 14:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.33145601,-6.33145601
1979,2021-12-25 16:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,15309.0,-15309.0
1978,2021-12-25 17:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,17792.0,-17792.0
17969,2021-12-26 01:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,34.09,-34.09
5048,2021-12-26 09:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.27328037,-6.27328037
5047,2021-12-26 10:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.25780608,-6.25780608
5046,2021-12-27 04:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.32416984,-6.32416984
5045,2021-12-27 05:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.30581909,-6.30581909
5044,2021-12-27 19:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,1e-05,-1e-05
5043,2021-12-27 20:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.33740743,-6.33740743
5042,2021-12-27 22:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.37480141,-6.37480141
1977,2021-12-28 12:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,8006.0,-8006.0
5041,2021-12-28 15:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.31302057,-6.31302057
5040,2021-12-29 16:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.27076069,-6.27076069
5039,2021-12-30 01:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.45101715,-6.45101715
17968,2021-12-30 07:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,47.82811653,6.82781653,41.0003
5038,2021-12-30 13:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.33449094,-6.33449094
5037,2021-12-30 15:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.39008823,-6.39008823
22214,2021-12-30 21:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,0.001,-0.001
22213,2021-12-31 03:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,14.84375,-14.84375
5036,2021-12-31 04:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.44489603,-6.44489603
25371,2021-12-31 07:00:00,3DwVjwVeJa9Z5Pu15WHNfKcDxY5tFUGfdx,10000.0,9000.0,1000.0
17967,2021-12-31 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,2.9603,-2.9603
25433,2021-12-31 09:00:00,3ANziRvoBdNGkmGopgyhvzPuBvcL8sRL7S,0.0,1000.0,-1000.0
5035,2021-12-31 11:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.48564971,-6.48564971
5032,2021-12-31 12:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.36215885,-6.36215885
5034,2021-12-31 12:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.3489052,-6.3489052
5033,2021-12-31 12:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.36776338,-6.36776338
25290,2021-12-31 21:00:00,bc1qe75775tzuvspl59cw77ycc472jl0sgue69x3up,0.0,750.04354219,-750.04354219
25289,2021-12-31 22:00:00,bc1qe75775tzuvspl59cw77ycc472jl0sgue69x3up,0.0,1.038e-05,-1.038e-05
5031,2022-01-01 05:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.30094639,-6.30094639
5030,2022-01-01 08:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.27279751,-6.27279751
17966,2022-01-01 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,9.78811653,4.78811653,5.0
5029,2022-01-01 09:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.34157939,-6.34157939
5028,2022-01-01 12:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.48888454,-6.48888454
5027,2022-01-01 19:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.25530465,-6.25530465
5026,2022-01-01 22:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.28567865,-6.28567865
5025,2022-01-01 23:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.33292627,-6.33292627
5024,2022-01-02 00:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.25136107,-6.25136107
5023,2022-01-02 04:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.25518187,-6.25518187
5022,2022-01-02 05:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.39294198,-6.39294198
5021,2022-01-02 09:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.30490361,-6.30490361
5019,2022-01-02 11:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.2909277,-6.2909277
5020,2022-01-02 11:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.34669512,-6.34669512
5018,2022-01-02 13:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.3110385,-6.3110385
5017,2022-01-02 21:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.27946356,-6.27946356
5016,2022-01-02 22:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.44456227,-6.44456227
5015,2022-01-03 02:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.36331395,-6.36331395
5014,2022-01-03 04:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.32055394,-6.32055394
5013,2022-01-03 12:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.30924862,-6.30924862
5012,2022-01-04 04:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.4737283,-6.4737283
5011,2022-01-04 08:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.40465604,-6.40465604
3245,2022-01-04 16:00:00,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,0.0,43000.0,-43000.0
1976,2022-01-04 16:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,28321.0,0.0,28321.0
21897,2022-01-05 00:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,173.6245,0.0,173.6245
5010,2022-01-05 02:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.55504994,-6.55504994
17965,2022-01-05 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,1.0,-1.0
5009,2022-01-05 14:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.2949901,-6.2949901
5008,2022-01-05 15:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.28351615,-6.28351615
5007,2022-01-05 16:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.26034231,-6.26034231
5006,2022-01-05 18:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.4608889,-6.4608889
5005,2022-01-06 05:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.49543205,-6.49543205
17964,2022-01-06 07:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,160.0995559,3.0995559,157.0
1975,2022-01-06 08:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,5.8e-06,-5.8e-06
21896,2022-01-06 23:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,230.07622,0.0,230.07622
17963,2022-01-07 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,54.52586663,1.52586663,53.0
3244,2022-01-07 15:00:00,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,0.0,6.9e-05,-6.9e-05
21895,2022-01-07 20:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,29.74116,0.0,29.74116
17962,2022-01-08 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,122.27314536,17.27314536,105.0
1974,2022-01-08 23:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,1e-05,-1e-05
17101,2022-01-09 02:00:00,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,0.0,0.0005,-0.0005
1973,2022-01-09 05:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,1.337e-05,-1.337e-05
5004,2022-01-09 22:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.32707472,-6.32707472
5003,2022-01-10 15:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.28983031,-6.28983031
1194,2022-01-11 00:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,4.9e-06,-4.9e-06
17961,2022-01-11 10:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,3.2,-3.2
5002,2022-01-11 20:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.33587045,-6.33587045
21894,2022-01-11 20:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,37.64546777,0.0,37.64546777
22231,2022-01-11 22:00:00,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,0.0,2.389e-05,-2.389e-05
1972,2022-01-11 22:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,8006.0,0.0,8006.0
1971,2022-01-11 22:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,19499.0,0.0,19499.0
5001,2022-01-12 08:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.38436745,-6.38436745
17960,2022-01-12 10:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,22.55,-22.55
22230,2022-01-12 22:00:00,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,0.0,7.397e-05,-7.397e-05
5000,2022-01-13 09:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.27720246,-6.27720246
17959,2022-01-13 10:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,7.52,-7.52
4999,2022-01-13 14:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.2557114,-6.2557114
4998,2022-01-14 08:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.25752966,-6.25752966
17958,2022-01-14 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,197.3,-197.3
4997,2022-01-14 23:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.30878432,-6.30878432
22212,2022-01-15 00:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,24.72775,-24.72775
22229,2022-01-15 02:00:00,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,0.0,1e-05,-1e-05
17957,2022-01-15 07:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,27.99314536,16.99314536,11.0
2648,2022-01-16 07:00:00,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.432e-05,-5.432e-05
4996,2022-01-16 22:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.29173702,-6.29173702
21893,2022-01-17 18:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,0.0,9.8911,-9.8911
1970,2022-01-17 20:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,1.917e-05,0.0,1.917e-05
4995,2022-01-18 02:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.34280629,-6.34280629
4994,2022-01-18 16:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,6.27456118,-6.27456118
22211,2022-01-20 00:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,19.781,-19.781
17956,2022-01-20 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,10.66,-10.66
17100,2022-01-21 08:00:00,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,607.79936942,107.79936942,499.99999999999994
17955,2022-01-21 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,95.19505908,10.19505908,85.0
17099,2022-01-22 08:00:00,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,257.79936942,7.79936942,250.0
17954,2022-01-22 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,2.8,-2.8
1969,2022-01-24 22:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,15608.0,0.0,15608.0
17097,2022-01-25 09:00:00,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,532.34313004,32.34313004,500.0
17953,2022-01-25 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,136.73622511,16.73622511,120.0
17098,2022-01-25 09:00:00,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,400.0,150.0,250.0
17952,2022-01-26 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,84.66,-84.66
17951,2022-01-27 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,442.18729867,10.18729867,432.0
1968,2022-01-27 22:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,1e-05,0.0,1e-05
1967,2022-01-28 03:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,6666.0,-6666.0
1966,2022-01-28 04:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,5555.0,-5555.0
3125,2022-01-28 08:00:00,bc1qa5wkgaew2dkv56kfvj49j0av5nml45x9ek9hz6,0.0,0.00010546,-0.00010546
17950,2022-01-28 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,2.06,-2.06
2647,2022-01-28 22:00:00,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,0.00022,-0.00022
17949,2022-01-29 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,10.34,-10.34
1965,2022-01-29 17:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,6666.0,0.0,6666.0
1964,2022-01-29 17:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,5555.0,0.0,5555.0
1963,2022-01-30 13:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,18528.0,-18528.0
1962,2022-01-30 13:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,11001.0,-11001.0
1961,2022-01-31 00:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,14313.0,-14313.0
1960,2022-01-31 08:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,6663.0,-6663.0
1957,2022-01-31 09:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,31.0,-31.0
1958,2022-01-31 09:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,282.0,-282.0
1959,2022-01-31 09:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,1397.0,-1397.0
1955,2022-01-31 10:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,17524.0,-17524.0
1956,2022-01-31 10:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,17519.0,-17519.0
2317,2022-02-01 13:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,1.0,-1.0
2316,2022-02-01 13:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,10000.0,-10000.0
2315,2022-02-01 13:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,10000.0,-10000.0
2314,2022-02-01 13:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,15000.0,-15000.0
2313,2022-02-01 13:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,15000.0,-15000.0
2308,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,3.0,-3.0
2311,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,2500.0,-2500.0
2312,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,100.0,-100.0
2307,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,2000.0,-2000.0
2302,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,3.0,-3.0
2305,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,10000.0,-10000.0
2304,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,10000.0,-10000.0
2303,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,20.0,-20.0
2309,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,10000.0,-10000.0
2306,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,10000.0,-10000.0
2310,2022-02-01 14:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,2.0,-2.0
2294,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,7.77e-05,-7.77e-05
2301,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,2.0,-2.0
2300,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,2.0,-2.0
2299,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,3.0,-3.0
2298,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,3.0,-3.0
2297,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,3.0,-3.0
2296,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,1.0,-1.0
2295,2022-02-01 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,0.29837084,-0.29837084
2293,2022-02-01 17:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,0.0001,-0.0001
2292,2022-02-01 18:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,1.297e-05,-1.297e-05
22210,2022-02-01 21:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,29.6607,-29.6607
25432,2022-02-02 08:00:00,3ANziRvoBdNGkmGopgyhvzPuBvcL8sRL7S,1000.0,999.30018926,0.6998107399999753
31927,2022-02-02 08:00:00,3QQQftBYbBoKADrovaeveX4Gs6H6MMu6u3,5.0,4.88176457,0.11823543000000036
17096,2022-02-02 08:00:00,3DVJfEsDTPkGDvqPCLC41X85L1B1DQWDyh,32.34313004,30.19751345,2.1456165899999995
17948,2022-02-02 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,24.54,-24.54
22209,2022-02-02 20:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,19.772,-19.772
2291,2022-02-03 06:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,0.00018672,-0.00018672
2290,2022-02-04 05:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,1.363e-05,-1.363e-05
17947,2022-02-04 10:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,84.09,-84.09
15932,2022-02-05 09:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,774.322,-774.322
15931,2022-02-08 08:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,2333.47934552,33.47934552,2300.0
17946,2022-02-08 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,7.6,-7.6
15930,2022-02-08 09:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,53.779,-53.779
2289,2022-02-09 00:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,6.66e-06,-6.66e-06
15929,2022-02-09 08:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,33.47934552,8.47934552,25.0
15928,2022-02-09 09:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,2.888,-2.888
17945,2022-02-09 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,190.0,-190.0
21892,2022-02-09 19:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,0.0,39.5368,-39.5368
1193,2022-02-09 22:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,2.273e-05,-2.273e-05
2288,2022-02-09 23:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,5.5e-06,-5.5e-06
1192,2022-02-10 07:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,4.468e-05,-4.468e-05
2286,2022-02-10 08:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,5.5e-06,-5.5e-06
2287,2022-02-10 08:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,5.5e-06,-5.5e-06
2285,2022-02-10 15:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,7e-06,-7e-06
21891,2022-02-10 19:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,0.0,4.94195,-4.94195
17944,2022-02-10 22:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,8.16,-8.16
15927,2022-02-10 22:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,148.487,-148.487
22208,2022-02-11 02:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,24.709,-24.709
6001,2022-02-11 03:00:00,3FHNBLobJnbCTFTVakh5TXmEneyf5PT61B,0.0,0.0005,-0.0005
17943,2022-02-11 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,112.13,-112.13
15926,2022-02-11 08:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,9.362,-9.362
1191,2022-02-11 09:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,0.0001045,-0.0001045
1190,2022-02-11 09:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,5.752e-05,-5.752e-05
2284,2022-02-12 00:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,0.00030609,-0.00030609
15925,2022-02-12 10:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,421.886,-421.886
2646,2022-02-12 18:00:00,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,1.181e-05,-1.181e-05
7051,2022-02-12 18:00:00,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,7.08e-06,-7.08e-06
3243,2022-02-13 06:00:00,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,0.0,5.55e-06,-5.55e-06
15924,2022-02-15 12:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,565.237,-565.237
17942,2022-02-15 12:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,217.0,-217.0
21890,2022-02-15 18:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,0.0,19.7648,-19.7648
2645,2022-02-17 03:00:00,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.46e-06,-5.46e-06
7050,2022-02-17 03:00:00,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,5.46e-06,-5.46e-06
1189,2022-02-17 03:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,6.88e-06,-6.88e-06
17941,2022-02-17 07:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,28.00729867,6.00729867,22.0
15923,2022-02-17 07:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,48.263,-48.263
2644,2022-02-18 03:00:00,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.44e-05,-5.44e-05
17940,2022-02-18 07:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,135.47622097,10.47622097,125.00000000000001
15922,2022-02-19 08:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,1125.10748959,-1125.10748959
17939,2022-02-19 09:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,10.47622097,0.47622097,10.0
