,date,wallet_address,sent_amount_btc,received_amount_btc,net
9708,2024-12-29 10:00:00,bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,16767.73952897,16683.85054199,83.88898698000048
9017,2024-12-29 11:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,9.95695044,-9.95695044
19976,2024-12-29 13:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.82961137,-0.82961137
9016,2024-12-29 13:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,1.65199131,-1.65199131
24577,2024-12-29 13:00:00,162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,0.0,103.99999286,-103.99999286
20946,2024-12-29 13:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,1.42447142,-1.42447142
9015,2024-12-29 15:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,2.77395702,-2.77395702
3664,2024-12-29 16:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,10.12857371,-10.12857371
9014,2024-12-29 17:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17841.19397725,17835.7256571,5.468320150001091
23298,2024-12-29 17:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.0292571,-0.0292571
11418,2024-12-29 18:00:00,bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwa,0.0,5.46e-06,-5.46e-06
23297,2024-12-29 18:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.684636,-0.684636
23296,2024-12-29 18:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,1.59858653,-1.59858653
23295,2024-12-29 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,5.28486844,-5.28486844
23294,2024-12-29 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,10.19422695,-10.19422695
23293,2024-12-29 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,45.73548045,-45.73548045
19975,2024-12-29 20:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.93936834,-0.93936834
20945,2024-12-29 23:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,0.84568985,-0.84568985
19974,2024-12-30 01:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.88648497,-0.88648497
20944,2024-12-30 01:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,1.13602462,-1.13602462
19972,2024-12-30 05:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,2.18481397,-2.18481397
19973,2024-12-30 05:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.99621369,-0.99621369
3663,2024-12-30 06:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,10.88419939,-10.88419939
9013,2024-12-30 09:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17835.7256571,17817.76507956,17.960577540001395
20943,2024-12-30 09:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,1.66404523,-1.66404523
3662,2024-12-30 09:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,9958.80029772,9938.80027406,20.000023659998988
19971,2024-12-30 09:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,7.41654739,-7.41654739
27971,2024-12-30 10:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,256.65312154,239.45112486,17.20199667999998
9012,2024-12-30 11:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,36.14204993,-36.14204993
18557,2024-12-30 12:00:00,3L41yRzWATBFS3TSHGxFAJiTxahB94MpcQ,0.0,0.04757169,-0.04757169
20942,2024-12-30 12:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,7.04758947,0.0,7.04758947
24576,2024-12-30 13:00:00,162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,0.0,105.99998401,-105.99998401
9011,2024-12-30 13:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17853.90712949,17849.65293242,4.254197070000373
20941,2024-12-30 14:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,9.3425,-9.3425
18556,2024-12-30 14:00:00,3L41yRzWATBFS3TSHGxFAJiTxahB94MpcQ,0.0,5.47e-06,-5.47e-06
19970,2024-12-30 14:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,5.02298993,-5.02298993
22216,2024-12-30 14:00:00,3H5JTt42K7RmZtromfTSefcMEFMMe18pMD,0.0,5.47e-06,-5.47e-06
9010,2024-12-30 15:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,16.04803793,-16.04803793
20940,2024-12-30 15:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,0.84377056,-0.84377056
3176,2024-12-30 16:00:00,3LYJfcfHPXYJreMsASk2jkn69LWEYKzexb,0.0,5.46e-06,-5.46e-06
20939,2024-12-30 16:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,1.332,-1.332
4961,2024-12-30 16:00:00,bc1qx9t2l3pyny2spqpqlye8svce70nppwtaxwdrp4,0.0,5.46e-06,-5.46e-06
3065,2024-12-30 16:00:00,bc1qa5wkgaew2dkv56kfvj49j0av5nml45x9ek9hz6,0.0,5.46e-06,-5.46e-06
18142,2024-12-30 16:00:00,bc1qjh0akslml59uuczddqu0y4p3vj64hg5mc94c40,0.0,5.46e-06,-5.46e-06
76,2024-12-30 16:00:00,34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,0.0,5.46e-06,-5.46e-06
2185,2024-12-30 16:00:00,bc1qazcm763858nkj2dj986etajv6wquslv8uxwczt,0.0,5.46e-06,-5.46e-06
2330,2024-12-30 16:00:00,bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,0.0,5.46e-06,-5.46e-06
1013,2024-12-30 16:00:00,bc1qgdjqv0av3q56jvd82tkdjpy7gdp9ut8tlqmgrpmv24sq90ecnvqqjwvw97,0.0,5.46e-06,-5.46e-06
4311,2024-12-30 16:00:00,3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,0.0,5.46e-06,-5.46e-06
4784,2024-12-30 16:00:00,3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6a,0.0,5.46e-06,-5.46e-06
2441,2024-12-30 16:00:00,1FeexV6bAHb8ybZjqQMjJrcCrHGW9sb6uF,0.0,5.46e-06,-5.46e-06
3661,2024-12-30 16:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,5.46e-06,-5.46e-06
18555,2024-12-30 16:00:00,3L41yRzWATBFS3TSHGxFAJiTxahB94MpcQ,0.25948605,0.15933346,0.10015259000000001
4828,2024-12-30 16:00:00,bc1q7ydrtdn8z62xhslqyqtyt38mm4e2c4h3mxjkug,0.0,5.46e-06,-5.46e-06
1733,2024-12-30 16:00:00,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,0.0,5.46e-06,-5.46e-06
1290,2024-12-30 16:00:00,bc1ql49ydapnjafl5t2cp9zqpjwe6pdgmxy98859v2,0.0,5.46e-06,-5.46e-06
18554,2024-12-30 17:00:00,3L41yRzWATBFS3TSHGxFAJiTxahB94MpcQ,0.0,0.01005461,-0.01005461
9707,2024-12-30 17:00:00,bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,0.0,3.49896508,-3.49896508
9706,2024-12-30 17:00:00,bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,0.0,3.3e-06,-3.3e-06
9008,2024-12-30 17:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17865.70097035,17853.45726338,12.243706969999039
24413,2024-12-30 17:00:00,bc1q4srun4yspqem2pqgk47eq9jspcht3fmyrmfdeu,0.0,5.46e-06,-5.46e-06
9705,2024-12-30 17:00:00,bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,0.0,5.46e-06,-5.46e-06
24451,2024-12-30 17:00:00,bc1qe39l9l84sa44r9j2jjkgdc7p4ltj3sracd932k,0.0,5.46e-06,-5.46e-06
9704,2024-12-30 17:00:00,bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,16683.85054199,16369.04935846,314.8011835299985
25330,2024-12-30 17:00:00,bc1qdhvtwg0eealy5d2spua2a89sq05ydvtgjy4uau,0.0,5.46e-06,-5.46e-06
9009,2024-12-30 17:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,5.46e-06,-5.46e-06
5961,2024-12-30 17:00:00,3FHNBLobJnbCTFTVakh5TXmEneyf5PT61B,0.0,5.46e-06,-5.46e-06
6092,2024-12-30 17:00:00,3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,0.0,5.46e-06,-5.46e-06
9574,2024-12-30 17:00:00,34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,0.0,5.46e-06,-5.46e-06
11343,2024-12-30 17:00:00,1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,0.0,5.46e-06,-5.46e-06
13346,2024-12-30 17:00:00,1DcT5Wij5tfb3oVViF8mA8p4WrG98ahZPT,0.0,5.46e-06,-5.46e-06
25253,2024-12-30 17:00:00,bc1qe75775tzuvspl59cw77ycc472jl0sgue69x3up,0.0,5.46e-06,-5.46e-06
8385,2024-12-30 17:00:00,bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf26ufn,0.0,5.46e-06,-5.46e-06
13384,2024-12-30 17:00:00,1JQULE6yHr9UaitLr4wahTwJN7DaMX7W1Z,0.0,5.46e-06,-5.46e-06
13419,2024-12-30 17:00:00,1CY7fykRLWXeSbKB885Kr4KjQxmDdvW923,0.0,5.46e-06,-5.46e-06
11417,2024-12-30 17:00:00,bc1q4vxn43l44h30nkluqfxd9eckf45vr2awz38lwa,0.0,5.46e-06,-5.46e-06
21598,2024-12-30 17:00:00,1LnoZawVFFQihU8d8ntxLMpYheZUfyeVAK,0.0,5.46e-06,-5.46e-06
25296,2024-12-30 17:00:00,bc1qvy0sp8cdj3cv2wwh05scucxw6vxqpdlhfjvqn8,0.0,5.46e-06,-5.46e-06
12144,2024-12-30 17:00:00,1Q8QR5k32hexiMQnRgkJ6fmmjn5fMWhdv9,0.0,5.46e-06,-5.46e-06
15018,2024-12-30 17:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,5.46e-06,-5.46e-06
12018,2024-12-30 17:00:00,1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,0.0,5.46e-06,-5.46e-06
18225,2024-12-30 17:00:00,bc1qtrxc0use4hlm7fl0j6t37z7qlwl5eppj8lywz6,0.0,5.46e-06,-5.46e-06
24344,2024-12-30 17:00:00,bc1q5nfww5jn5k4ghg7dpa4gy85x7uu3l4g0m0re76,0.0,5.46e-06,-5.46e-06
25704,2024-12-30 17:00:00,bc1qvhxafz8dqk8c25jsx669yd6qrxhl5dx72dyryp,0.0,5.46e-06,-5.46e-06
20937,2024-12-30 17:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,10.0,-10.0
11710,2024-12-30 17:00:00,bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,0.0,5.46e-06,-5.46e-06
11667,2024-12-30 17:00:00,bc1qkmk4v2xn29yge68fq6zh7gvfdqrvpq3v3p3y0s,0.0,5.46e-06,-5.46e-06
20938,2024-12-30 17:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.91006923,0.0,0.91006923
11985,2024-12-30 17:00:00,bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,0.0,5.46e-06,-5.46e-06
7006,2024-12-30 17:00:00,38UmuUqPCrFmQo4khkomQwZ4VbY2nZMJ67,0.0,5.46e-06,-5.46e-06
23292,2024-12-30 18:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.11903628,-0.11903628
6091,2024-12-30 18:00:00,3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,0.0,129.80815,-129.80815
23291,2024-12-30 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.05040038,-0.05040038
23290,2024-12-30 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,9.43452368,-9.43452368
75,2024-12-30 19:00:00,34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,0.0,7.9e-06,-7.9e-06
21988,2024-12-30 19:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,27.0446344,-27.0446344
21684,2024-12-30 20:00:00,bc1q0dfgg0phamhxyntrenylv98epwn69fq9mwmaz0,0.0,5.47e-06,-5.47e-06
23340,2024-12-30 20:00:00,bc1q4c8n5t00jmj8temxdgcc3t32nkg2wjwz24lywv,0.0,5.47e-06,-5.47e-06
23289,2024-12-30 21:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,5.47e-06,-5.47e-06
23317,2024-12-30 21:00:00,3E5EPMGRL5PC6YDCLcHLVu9ayC3DysMpau,0.0,5.47e-06,-5.47e-06
6090,2024-12-30 22:00:00,3JZq4atUahhuA9rLhXLMhhTo133J9rF97j,24393.25080639,16393.250024,8000.000782389998
3660,2024-12-30 23:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,11.15774593,-11.15774593
2329,2024-12-30 23:00:00,bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,0.0,7628.92511888,-7628.92511888
9703,2024-12-31 00:00:00,bc1qchctnvmdva5z9vrpxkkxck64v7nmzdtyxsrq64,0.0,35.79522516,-35.79522516
3659,2024-12-31 00:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,1.00889695,-1.00889695
2328,2024-12-31 00:00:00,bc1qjasf9z3h7w3jspkhtgatgpyvvzgpa2wwd2lr0eh5tx44reyn2k7sfc27a4,0.0,775.56815195,-775.56815195
3658,2024-12-31 00:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,1.65746233,-1.65746233
20936,2024-12-31 01:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,1.83959664,-1.83959664
23288,2024-12-31 02:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,295.20562,-295.20562
23287,2024-12-31 02:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.02926257,0.02174401,0.0075185600000000005
27970,2024-12-31 02:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,0.0,200.0,-200.0
19969,2024-12-31 02:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,3.15861625,-3.15861625
19968,2024-12-31 03:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,4.64205048,-4.64205048
23284,2024-12-31 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,2.7642772,-2.7642772
23286,2024-12-31 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,54.01855483,-54.01855483
23285,2024-12-31 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,325.1694092,-325.1694092
17343,2024-12-31 04:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,0.0,0.00032047,-0.00032047
23282,2024-12-31 04:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.79536739,-0.79536739
23283,2024-12-31 04:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,541.03083017,241.03075619,300.0000739799999
23281,2024-12-31 05:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,26.54914246,-26.54914246
3657,2024-12-31 05:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,0.85624542,-0.85624542
23280,2024-12-31 08:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,325.15809807,198.1580782,127.00001986999999
15017,2024-12-31 08:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,1399.03540339,1053.03504565,346.00035774
20935,2024-12-31 08:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,0.99036051,-0.99036051
19967,2024-12-31 08:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.96418563,-0.96418563
3656,2024-12-31 08:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,9.14696747,-9.14696747
3655,2024-12-31 08:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,1.9872075,-1.9872075
17342,2024-12-31 08:00:00,36NkTqCAApfRJBKicQaqrdKs29g6hyE4LS,2501.40795088,2501.40763041,0.0003204700001333549
9007,2024-12-31 09:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17853.45726338,17810.84472864,42.61253474000114
15016,2024-12-31 10:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,0.60035774,-0.60035774
9006,2024-12-31 11:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,55.08688014,-55.08688014
3654,2024-12-31 11:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,1.58046692,-1.58046692
3653,2024-12-31 13:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,2.00914635,-2.00914635
24575,2024-12-31 13:00:00,162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,0.0,107.99999124,-107.99999124
9005,2024-12-31 13:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,3.31345254,-3.31345254
4310,2024-12-31 14:00:00,3MgEAFWu1HKSnZ5ZsC8qf61ZW18xrP5pgd,501.0,151.0,350.0
20934,2024-12-31 14:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,0.86353054,-0.86353054
9004,2024-12-31 15:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,0.31557387,-0.31557387
12017,2024-12-31 16:00:00,1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,16175.9997748,15657.9997294,518.0000454000001
11342,2024-12-31 16:00:00,1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,0.0,518.0,-518.0
9003,2024-12-31 17:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17869.56063519,17856.9851186,12.575516589997278
23278,2024-12-31 18:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.05394959,-0.05394959
23279,2024-12-31 18:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.18587461,-0.18587461
19966,2024-12-31 18:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.85654657,-0.85654657
3652,2024-12-31 18:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,5.58526753,-5.58526753
3651,2024-12-31 18:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,3.13925493,-3.13925493
19965,2024-12-31 18:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.93023518,-0.93023518
23277,2024-12-31 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.57887543,-0.57887543
23276,2024-12-31 19:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.26845351,-0.26845351
20933,2024-12-31 19:00:00,34X3kp5PTrqR9dA9Zf9XwivpE6tnNJdHKB,0.0,1.58272159,-1.58272159
21987,2024-12-31 20:00:00,bc1q7ramrn7krmgl8ja8vjm9g25a5t98l6kfyqgewe,0.0,5.47e-06,-5.47e-06
3648,2024-12-31 20:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,0.52137184,-0.52137184
23275,2024-12-31 20:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,1.82514349,-1.82514349
23274,2024-12-31 20:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,31.93303648,-31.93303648
3650,2024-12-31 20:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,7.61797163,-7.61797163
3649,2024-12-31 20:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,0.76076059,-0.76076059
27969,2024-12-31 23:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,439.45112486,199.45111734,240.00000752
19964,2025-01-01 00:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,0.87299497,-0.87299497
3647,2025-01-01 00:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,2.06851298,-2.06851298
27967,2025-01-01 00:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,1559.45110982,110.46145813,1448.98965169
27968,2025-01-01 00:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,999.45111734,759.45110982,240.00000751999994
19962,2025-01-01 01:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,5.22987713,0.0,5.22987713
19963,2025-01-01 01:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,9.48651873,0.0,9.48651873
25358,2025-01-01 01:00:00,3DwVjwVeJa9Z5Pu15WHNfKcDxY5tFUGfdx,0.0,5.47e-06,-5.47e-06
8384,2025-01-01 03:00:00,bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf26ufn,0.0,125.0,-125.0
23271,2025-01-01 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,122.90289221,-122.90289221
23270,2025-01-01 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,547.31257957,211.10108618,336.21149339
23273,2025-01-01 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,33.23546645,-33.23546645
23272,2025-01-01 03:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,325.1694092,325.08067519,0.08873400999999603
23267,2025-01-01 04:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.11958291,-0.11958291
23268,2025-01-01 04:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,0.50744945,-0.50744945
23269,2025-01-01 04:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,304.9132979,-304.9132979
23265,2025-01-01 05:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,10.19276195,-10.19276195
23266,2025-01-01 05:00:00,bc1qmxcagqze2n4hr5rwflyfu35q90y22raxdgcp4p,0.0,3.08603525,-3.08603525
15015,2025-01-01 07:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,1053.63540339,1029.63540339,24.0
27966,2025-01-01 07:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,110.46145813,177.13133061,-66.66987248
15014,2025-01-01 08:00:00,3FupZp77ySr7jwoLYEJ9mwzJpvoNBXsBnE,0.0,0.963,-0.963
19961,2025-01-01 08:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,2.49813332,-2.49813332
8383,2025-01-01 08:00:00,bc1qk7fy6qumtdkjy765ujxqxe0my55ake0zefa2dmt6sjx2sr098d8qf26ufn,0.0,59.11179,-59.11179
19960,2025-01-01 09:00:00,18DowXoMUQT5EU8zPTDTrq4hrwmi8ddCcc,0.0,1.67268354,-1.67268354
9002,2025-01-01 09:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,17856.9851186,17804.57527944,52.409839160001866
27965,2025-01-01 10:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,177.13133061,57.13132553,120.00000508
9001,2025-01-01 12:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,80.68115972,-80.68115972
27964,2025-01-01 12:00:00,bc1qpa5uhy6yc4jnj4et5dxyvzhx7wtqrzt7a43klg,57.13132553,14.33159436,42.79973117
25406,2025-01-01 13:00:00,3ANziRvoBdNGkmGopgyhvzPuBvcL8sRL7S,0.0,5.47e-06,-5.47e-06
3646,2025-01-01 13:00:00,bc1q4j7fcl8zx5yl56j00nkqez9zf3f6ggqchwzzcs5hjxwqhsgxvavq3qfgpr,0.0,13.69750607,-13.69750607
24574,2025-01-01 13:00:00,162bzZT2hJfv5Gm3ZmWfWfHJjCtMD6rHhw,0.0,105.9999881,-105.9999881
9000,2025-01-01 13:00:00,bc1qx2x5cqhymfcnjtg902ky6u5t5htmt7fvqztdsm028hkrvxcl4t2sjtpd9l,0.0,8.31394725,-8.31394725
